BillNo;Itemname;Quantity;Price;CustomerID;
3152;Butter;3;2.70;95494;
3153;Bananas;4;8.02;34630;
3153;Cheese;4;3.28;34630;
3153;Potatoes;5;2.90;34630;
3153;Apples;5;8.40;34630;
3153;Yogurt;3;6.71;34630;
3154;Bread;5;2.19;74180;
3154;Tomatoes;1;5.72;74180;
3154;Bananas;1;5.27;74180;
3154;Cheese;5;1.28;74180;
3154;Pasta;2;7.68;74180;
3154;Yogurt;2;9.15;74180;
3154;Juice;5;4.27;74180;
3154;Apples;2;7.53;74180;
3155;Bananas;5;1.87;75674;
3155;Oranges;3;3.36;75674;
3155;Coffee;4;6.23;75674;
3155;Onions;4;3.79;75674;
3155;Apples;5;5.76;75674;
3155;Yogurt;4;8.82;75674;
3156;Apples;5;6.48;96839;
3156;Yogurt;1;7.52;96839;
3156;Butter;3;4.43;96839;
3156;Bananas;1;5.18;96839;
3156;Juice;1;7.53;96839;
3157;Cheese;2;2.09;25179;
3157;Chicken;4;8.96;25179;
3157;Onions;4;6.58;25179;
3157;Tomatoes;3;2.40;25179;
3157;Eggs;4;9.07;25179;
3157;Potatoes;5;3.32;25179;
3158;Tea;2;5.89;54077;
3158;Oranges;2;4.09;54077;
3158;Sugar;1;3.73;54077;
3158;Coffee;1;6.57;54077;
3159;Bananas;2;3.36;30604;
3159;Pasta;5;3.10;30604;
3159;Chicken;2;7.32;30604;
3159;Bread;1;7.66;30604;
3159;Onions;5;9.22;30604;
3159;Potatoes;2;1.90;30604;
3159;Coffee;3;1.34;30604;
3159;Tomatoes;3;7.90;30604;
3160;Butter;4;3.35;18281;
3160;Sugar;5;4.58;18281;
3160;Apples;2;1.80;18281;
3160;Bread;3;9.61;18281;
3160;Bananas;2;4.64;18281;
3160;Yogurt;4;1.18;18281;
3160;Coffee;2;8.94;18281;
3160;Oranges;5;1.61;18281;
3161;Onions;3;4.40;91819;
3161;Chicken;5;7.22;91819;
3161;Cheese;4;8.39;91819;
3161;Tomatoes;3;2.45;91819;
3161;Potatoes;5;1.45;91819;
3162;Pasta;2;8.80;56825;
3162;Tomatoes;3;9.59;56825;
3162;Cereal;3;8.49;56825;
3162;Cheese;3;2.75;56825;
3162;Sugar;1;6.46;56825;
3162;Potatoes;2;8.60;56825;
3163;Bananas;1;6.87;18503;
3163;Cereal;3;7.43;18503;
3163;Milk;2;8.71;18503;
3164;Oranges;4;3.13;57331;
3164;Apples;3;7.02;57331;
3164;Bananas;1;9.38;57331;
3165;Cereal;4;1.37;16129;
3165;Apples;2;6.35;16129;
3165;Juice;5;5.72;16129;
3165;Oranges;5;7.97;16129;
3165;Onions;4;5.39;16129;
3165;Bananas;4;6.28;16129;
3165;Pasta;1;3.64;16129;
3166;Apples;5;5.88;83971;
3166;Tomatoes;2;2.35;83971;
3166;Chicken;3;3.21;83971;
3166;Oranges;1;1.18;83971;
3166;Bananas;4;9.99;83971;
3167;Apples;1;8.80;89204;
3167;Butter;4;4.16;89204;
3167;Oranges;3;4.50;89204;
3167;Sugar;4;9.86;89204;
3167;Juice;3;1.18;89204;
3167;Bananas;4;1.45;89204;
3167;Chicken;4;3.57;89204;
3167;Yogurt;3;9.36;89204;
3168;Tea;1;4.62;27369;
3168;Onions;5;3.48;27369;
3168;Chicken;2;8.80;27369;
3168;Coffee;4;1.47;27369;
3168;Sugar;2;8.10;27369;
3168;Oranges;1;3.64;27369;
3168;Bread;1;4.88;27369;
3169;Coffee;5;8.48;86359;
3169;Bread;1;5.28;86359;
3169;Butter;3;8.07;86359;
3169;Sugar;1;6.97;86359;
3169;Tea;1;2.94;86359;
3169;Oranges;2;4.20;86359;
3170;Tea;2;6.42;14249;
3170;Coffee;4;4.50;14249;
3170;Sugar;3;6.02;14249;
3170;Eggs;5;8.81;14249;
3170;Cereal;4;5.02;14249;
3171;Tea;4;9.78;51251;
3171;Apples;1;9.94;51251;
3171;Coffee;5;6.43;51251;
3171;Potatoes;1;1.46;51251;
3171;Sugar;3;6.49;51251;
3171;Chicken;5;9.26;51251;
3172;Tea;1;1.66;11054;
3172;Coffee;1;9.92;11054;
3172;Onions;3;4.50;11054;
3172;Sugar;1;9.05;11054;
3173;Milk;5;2.07;65805;
3173;Cereal;4;7.91;65805;
3173;Bananas;5;4.07;65805;
3174;Oranges;1;2.17;39992;
3174;Bananas;5;9.02;39992;
3174;Apples;1;1.01;39992;
3174;Pasta;1;6.91;39992;
3175;Coffee;2;2.72;84460;
3175;Sugar;2;8.10;84460;
3175;Yogurt;3;8.04;84460;
3175;Oranges;3;8.83;84460;
3175;Cereal;4;5.97;84460;
3175;Tea;5;9.80;84460;
3175;Juice;3;8.57;84460;
3176;Tea;1;1.90;11944;
3176;Sugar;1;6.79;11944;
3176;Potatoes;5;8.37;11944;
3176;Onions;4;5.37;11944;
3176;Apples;1;3.02;11944;
3176;Oranges;5;4.21;11944;
3176;Bananas;1;8.32;11944;
3177;Onions;5;4.32;78510;
3177;Milk;4;3.37;78510;
3177;Bananas;5;2.80;78510;
3177;Cereal;1;7.06;78510;
3177;Oranges;3;1.92;78510;
3178;Onions;1;6.29;16908;
3178;Potatoes;1;6.71;16908;
3178;Cheese;1;8.87;16908;
3178;Tomatoes;3;2.74;16908;
3178;Coffee;3;7.87;16908;
3178;Milk;4;8.89;16908;
3178;Pasta;2;1.87;16908;
3179;Potatoes;5;6.44;41446;
3179;Chicken;5;9.54;41446;
3179;Bananas;2;6.41;41446;
3179;Apples;2;5.44;41446;
3179;Oranges;5;8.47;41446;
3179;Sugar;3;8.30;41446;
3179;Juice;5;1.89;41446;
3180;Yogurt;4;6.51;29189;
3180;Sugar;2;4.50;29189;
3180;Bananas;5;4.68;29189;
3180;Coffee;2;5.05;29189;
3180;Cereal;2;9.51;29189;
3180;Apples;5;3.42;29189;
3180;Eggs;5;1.28;29189;
3180;Tea;1;3.72;29189;
3181;Bread;4;1.82;93130;
3181;Butter;3;7.66;93130;
3181;Sugar;5;1.94;93130;
3182;Pasta;3;8.23;70718;
3182;Tomatoes;2;9.14;70718;
3182;Cheese;1;5.47;70718;
3183;Tomatoes;1;6.19;12266;
3183;Bananas;3;3.49;12266;
3183;Milk;3;2.94;12266;
3183;Eggs;1;9.00;12266;
3183;Cereal;5;5.29;12266;
3184;Onions;4;3.06;98245;
3184;Cereal;3;5.54;98245;
3184;Coffee;3;2.43;98245;
3184;Sugar;4;8.31;98245;
3184;Bread;4;9.23;98245;
3184;Tea;3;9.68;98245;
3185;Butter;3;2.67;15547;
3185;Cheese;4;5.85;15547;
3185;Cereal;5;2.47;15547;
3185;Bananas;3;2.47;15547;
3185;Milk;4;2.70;15547;
3186;Bananas;1;8.75;37822;
3186;Apples;2;4.83;37822;
3186;Yogurt;5;9.18;37822;
3187;Yogurt;2;3.15;30818;
3187;Bananas;3;2.53;30818;
3187;Apples;5;4.97;30818;
3188;Sugar;4;9.02;98429;
3188;Tea;3;7.45;98429;
3188;Coffee;5;8.34;98429;
3189;Cereal;3;8.07;35236;
3189;Oranges;5;3.74;35236;
3189;Apples;1;8.07;35236;
3189;Bananas;2;4.22;35236;
3189;Milk;4;8.71;35236;
3190;Cereal;1;8.22;89646;
3190;Milk;3;1.68;89646;
3190;Bananas;5;4.50;89646;
3190;Pasta;4;6.30;89646;
3190;Chicken;5;7.21;89646;
3190;Eggs;3;2.55;89646;
3191;Tea;5;9.22;28354;
3191;Eggs;2;4.04;28354;
3191;Oranges;3;4.95;28354;
3191;Sugar;1;2.22;28354;
3191;Chicken;3;2.38;28354;
3191;Onions;3;6.55;28354;
3191;Coffee;2;9.39;28354;
3191;Apples;4;5.24;28354;
3192;Chicken;3;4.54;21030;
3192;Tomatoes;1;8.59;21030;
3192;Potatoes;3;3.15;21030;
3192;Onions;2;6.09;21030;
3193;Cereal;2;7.13;93944;
3193;Coffee;2;5.89;93944;
3193;Onions;2;6.58;93944;
3193;Tea;5;9.17;93944;
3193;Apples;2;8.50;93944;
3193;Sugar;3;1.55;93944;
3193;Juice;1;6.88;93944;
3193;Potatoes;3;9.75;93944;
3194;Bananas;2;6.37;13394;
3194;Apples;2;9.39;13394;
3194;Milk;5;9.09;13394;
3194;Yogurt;3;4.68;13394;
3194;Tomatoes;4;3.54;13394;
3194;Cheese;1;5.67;13394;
3195;Tea;5;9.21;94259;
3195;Sugar;5;8.96;94259;
3195;Cheese;1;5.77;94259;
3195;Coffee;1;7.51;94259;
3195;Milk;3;1.63;94259;
3195;Bread;4;8.31;94259;
3195;Yogurt;5;5.60;94259;
3196;Bananas;4;5.30;22153;
3196;Cheese;3;4.82;22153;
3196;Yogurt;4;5.26;22153;
3196;Tea;2;8.44;22153;
3196;Milk;1;9.51;22153;
3196;Bread;1;8.14;22153;
3196;Cereal;1;2.40;22153;
3196;Sugar;1;7.13;22153;
3197;Apples;5;1.21;27006;
3197;Oranges;3;2.04;27006;
3197;Bananas;1;5.61;27006;
3198;Chicken;1;3.00;28628;
3198;Tomatoes;4;8.31;28628;
3198;Onions;5;9.44;28628;
3198;Potatoes;1;5.99;28628;
3199;Butter;1;4.57;19328;
3199;Cheese;1;7.13;19328;
3199;Milk;3;6.56;19328;
3199;Tomatoes;1;4.61;19328;
3199;Sugar;2;3.20;19328;
3199;Onions;2;1.99;19328;
3199;Pasta;1;8.00;19328;
3199;Apples;5;1.03;19328;
3200;Bananas;5;4.37;72526;
3200;Chicken;4;1.69;72526;
3200;Cereal;1;3.18;72526;
3200;Milk;5;9.61;72526;
3201;Sugar;4;4.87;26255;
3201;Pasta;3;6.45;26255;
3201;Eggs;2;2.88;26255;
3201;Cheese;2;4.09;26255;
3201;Tomatoes;2;6.74;26255;
3202;Apples;3;7.84;55777;
3202;Onions;2;1.74;55777;
3202;Butter;2;1.46;55777;
3202;Bananas;2;1.62;55777;
3202;Cereal;1;3.54;55777;
3202;Cheese;2;5.60;55777;
3202;Oranges;2;7.13;55777;
3202;Milk;4;2.77;55777;
3203;Cereal;3;5.48;25601;
3203;Bananas;3;7.46;25601;
3203;Milk;2;4.20;25601;
3204;Coffee;4;6.59;99979;
3204;Juice;4;0.99;99979;
3204;Bread;2;6.41;99979;
3204;Bananas;2;5.04;99979;
3204;Sugar;5;8.21;99979;
3204;Butter;2;6.27;99979;
3204;Tomatoes;1;5.45;99979;
3204;Milk;3;4.75;99979;
3205;Onions;1;7.24;26342;
3205;Juice;5;8.27;26342;
3205;Bananas;2;7.07;26342;
3205;Milk;5;1.89;26342;
3205;Cheese;3;6.51;26342;
3205;Tomatoes;3;4.90;26342;
3205;Pasta;3;3.47;26342;
3206;Tea;3;2.25;63725;
3206;Coffee;3;7.83;63725;
3206;Sugar;3;5.52;63725;
3207;Tea;2;4.70;80388;
3207;Coffee;3;5.53;80388;
3207;Sugar;3;9.23;80388;
3208;Chicken;4;9.33;35318;
3208;Coffee;5;9.07;35318;
3208;Bananas;2;5.23;35318;
3208;Pasta;3;6.48;35318;
3208;Butter;2;5.58;35318;
3208;Oranges;4;7.31;35318;
3208;Apples;2;3.80;35318;
3208;Tomatoes;1;9.34;35318;
3209;Bread;5;5.31;21327;
3209;Tomatoes;4;7.70;21327;
3209;Onions;1;9.17;21327;
3209;Milk;2;9.10;21327;
3209;Coffee;5;5.28;21327;
3209;Pasta;3;4.57;21327;
3209;Butter;3;2.43;21327;
3209;Sugar;1;9.25;21327;
3210;Chicken;5;4.47;37616;
3210;Bananas;5;9.52;37616;
3210;Apples;3;2.70;37616;
3210;Yogurt;4;4.53;37616;
3210;Milk;5;3.11;37616;
3210;Cereal;3;8.77;37616;
3210;Oranges;2;7.66;37616;
3211;Eggs;4;4.73;80452;
3211;Apples;5;4.15;80452;
3211;Bananas;1;2.16;80452;
3211;Oranges;4;6.73;80452;
3212;Yogurt;1;6.96;39814;
3212;Tea;5;5.83;39814;
3212;Apples;5;8.07;39814;
3212;Oranges;3;4.59;39814;
3212;Bananas;1;9.15;39814;
3212;Juice;5;5.91;39814;
3213;Tomatoes;2;9.81;57879;
3213;Cheese;3;7.50;57879;
3213;Sugar;3;8.57;57879;
3213;Potatoes;2;4.01;57879;
3213;Pasta;2;3.71;57879;
3213;Tea;1;9.91;57879;
3214;Sugar;3;4.90;23640;
3214;Coffee;3;7.89;23640;
3214;Pasta;2;1.45;23640;
3214;Cereal;3;7.99;23640;
3214;Butter;5;4.05;23640;
3214;Bread;4;9.58;23640;
3214;Yogurt;4;4.44;23640;
3215;Oranges;2;7.38;73071;
3215;Coffee;3;5.69;73071;
3215;Butter;3;9.08;73071;
3215;Apples;3;3.16;73071;
3215;Sugar;1;7.28;73071;
3215;Pasta;5;8.20;73071;
3215;Potatoes;2;6.10;73071;
3215;Bread;1;2.90;73071;
3216;Coffee;5;7.29;24098;
3216;Tea;4;8.89;24098;
3216;Cheese;1;6.63;24098;
3216;Sugar;3;9.72;24098;
3217;Coffee;4;4.46;77652;
3217;Butter;5;4.96;77652;
3217;Juice;3;3.85;77652;
3217;Sugar;2;5.03;77652;
3217;Bread;4;7.85;77652;
3217;Bananas;4;5.57;77652;
3218;Cheese;3;3.42;27244;
3218;Sugar;3;3.46;27244;
3218;Bread;2;7.35;27244;
3218;Yogurt;3;6.33;27244;
3218;Coffee;3;9.00;27244;
3218;Tomatoes;5;9.71;27244;
3218;Butter;5;7.63;27244;
3218;Tea;4;9.64;27244;
3219;Yogurt;2;5.11;80716;
3219;Butter;4;5.95;80716;
3219;Potatoes;5;5.51;80716;
3219;Bananas;5;4.80;80716;
3219;Oranges;4;9.54;80716;
3219;Apples;4;6.18;80716;
3219;Milk;1;1.19;80716;
3220;Butter;5;2.81;91258;
3220;Sugar;5;9.36;91258;
3220;Bread;3;6.07;91258;
3221;Bread;2;8.28;72874;
3221;Cheese;5;1.79;72874;
3221;Coffee;4;3.17;72874;
3221;Tea;4;3.38;72874;
3221;Potatoes;3;3.30;72874;
3221;Tomatoes;5;4.78;72874;
3221;Pasta;4;3.62;72874;
3221;Butter;4;1.91;72874;
3222;Sugar;3;3.71;45324;
3222;Coffee;1;7.10;45324;
3222;Butter;4;6.60;45324;
3222;Onions;2;9.67;45324;
3222;Bread;5;6.10;45324;
3222;Juice;5;6.17;45324;
3223;Pasta;4;3.48;94966;
3223;Potatoes;2;9.20;94966;
3223;Tomatoes;1;2.48;94966;
3223;Cereal;2;7.75;94966;
3223;Oranges;1;3.39;94966;
3223;Cheese;1;3.82;94966;
3223;Sugar;2;4.52;94966;
3224;Cheese;1;6.75;67401;
3224;Juice;4;8.18;67401;
3224;Butter;3;9.24;67401;
3224;Bread;5;1.57;67401;
3224;Tomatoes;5;3.88;67401;
3224;Potatoes;1;4.03;67401;
3224;Pasta;1;8.76;67401;
3224;Bananas;1;3.16;67401;
3225;Cheese;5;3.28;15282;
3225;Oranges;3;2.67;15282;
3225;Bananas;3;9.91;15282;
3225;Tomatoes;1;8.22;15282;
3225;Butter;5;1.62;15282;
3225;Pasta;2;2.40;15282;
3226;Bread;1;6.56;12651;
3226;Butter;5;9.29;12651;
3226;Sugar;4;2.38;12651;
3227;Milk;2;3.74;50674;
3227;Bananas;1;9.92;50674;
3227;Juice;3;6.05;50674;
3227;Butter;2;6.06;50674;
3227;Cereal;1;6.35;50674;
3228;Butter;5;3.16;60370;
3228;Tea;1;7.50;60370;
3228;Eggs;1;3.99;60370;
3228;Coffee;4;8.32;60370;
3228;Potatoes;3;4.24;60370;
3228;Sugar;5;5.45;60370;
3229;Onions;1;3.79;87093;
3229;Cereal;4;5.25;87093;
3229;Sugar;3;6.37;87093;
3229;Eggs;3;4.41;87093;
3229;Potatoes;4;4.29;87093;
3229;Coffee;3;3.35;87093;
3229;Bananas;4;4.41;87093;
3229;Tea;5;3.47;87093;
3230;Pasta;2;2.58;25624;
3230;Bananas;4;3.86;25624;
3230;Cheese;5;1.09;25624;
3230;Milk;1;7.79;25624;
3230;Apples;1;9.59;25624;
3230;Coffee;4;3.00;25624;
3230;Tomatoes;3;7.61;25624;
3231;Milk;2;5.41;43601;
3231;Bananas;1;4.71;43601;
3231;Apples;5;8.24;43601;
3231;Oranges;5;3.59;43601;
3232;Sugar;4;5.18;47163;
3232;Onions;4;9.68;47163;
3232;Chicken;1;6.30;47163;
3232;Oranges;5;2.89;47163;
3232;Pasta;2;5.50;47163;
3232;Tomatoes;5;9.30;47163;
3232;Potatoes;3;8.59;47163;
3232;Yogurt;4;9.30;47163;
3233;Coffee;1;5.41;88108;
3233;Sugar;1;7.88;88108;
3233;Bread;5;9.07;88108;
3233;Butter;3;8.66;88108;
3234;Yogurt;2;1.82;15255;
3234;Juice;1;9.63;15255;
3234;Apples;2;9.11;15255;
3234;Tomatoes;1;4.76;15255;
3234;Onions;1;9.16;15255;
3234;Cereal;4;2.22;15255;
3234;Bananas;3;8.06;15255;
3234;Oranges;5;6.84;15255;
3235;Yogurt;1;8.69;26107;
3235;Cereal;1;7.92;26107;
3235;Bananas;3;8.76;26107;
3235;Milk;4;4.39;26107;
3236;Apples;3;7.41;89713;
3236;Bananas;5;3.45;89713;
3236;Yogurt;2;6.25;89713;
3237;Tomatoes;3;3.09;22355;
3237;Cheese;3;9.60;22355;
3237;Sugar;5;3.92;22355;
3237;Pasta;2;0.99;22355;
3237;Bananas;2;6.92;22355;
3237;Eggs;5;1.03;22355;
3237;Oranges;3;9.12;22355;
3237;Apples;2;7.20;22355;
3238;Milk;3;6.09;40252;
3238;Bread;1;4.02;40252;
3238;Butter;5;6.96;40252;
3238;Sugar;2;3.36;40252;
3238;Coffee;1;6.64;40252;
3239;Tea;5;1.72;59225;
3239;Chicken;1;7.58;59225;
3239;Oranges;3;8.21;59225;
3239;Potatoes;3;6.83;59225;
3239;Butter;1;8.16;59225;
3239;Apples;5;5.00;59225;
3239;Juice;2;7.67;59225;
3239;Bananas;1;9.76;59225;
3240;Tomatoes;4;9.68;48984;
3240;Yogurt;4;8.98;48984;
3240;Bananas;3;4.19;48984;
3240;Apples;4;3.09;48984;
3240;Onions;4;8.74;48984;
3240;Chicken;3;1.54;48984;
3241;Juice;3;8.00;49722;
3241;Oranges;1;2.64;49722;
3241;Eggs;3;7.32;49722;
3241;Cheese;5;8.71;49722;
3241;Tomatoes;3;6.21;49722;
3241;Pasta;1;8.74;49722;
3241;Chicken;1;6.66;49722;
3242;Pasta;1;8.98;66705;
3242;Cheese;2;3.76;66705;
3242;Tomatoes;5;6.42;66705;
3243;Sugar;3;9.43;88143;
3243;Bread;3;4.11;88143;
3243;Coffee;5;7.91;88143;
3243;Butter;4;4.70;88143;
3244;Bananas;3;7.66;79883;
3244;Yogurt;3;3.91;79883;
3244;Bread;5;7.57;79883;
3244;Apples;4;1.43;79883;
3244;Onions;1;2.80;79883;
3244;Oranges;1;3.21;79883;
3244;Tea;4;8.33;79883;
3245;Juice;1;7.77;40791;
3245;Yogurt;4;2.78;40791;
3245;Bananas;3;3.55;40791;
3245;Apples;2;2.83;40791;
3246;Potatoes;2;3.91;49238;
3246;Onions;1;9.65;49238;
3246;Tomatoes;3;2.00;49238;
3247;Bread;3;6.00;57615;
3247;Butter;3;1.00;57615;
3247;Yogurt;5;6.61;57615;
3247;Sugar;3;3.61;57615;
3247;Coffee;3;2.53;57615;
3248;Tomatoes;3;4.14;46296;
3248;Pasta;5;3.93;46296;
3248;Bread;2;5.42;46296;
3248;Cheese;2;7.65;46296;
3249;Apples;4;3.49;80198;
3249;Oranges;1;9.94;80198;
3249;Bananas;4;8.02;80198;
3249;Cereal;1;1.30;80198;
3249;Chicken;3;5.20;80198;
3249;Coffee;1;9.01;80198;
3250;Milk;2;3.15;66721;
3250;Oranges;1;3.69;66721;
3250;Sugar;3;8.69;66721;
3250;Bananas;1;4.53;66721;
3250;Potatoes;4;6.85;66721;
3250;Cheese;4;6.79;66721;
3250;Juice;4;5.09;66721;
3250;Apples;1;6.45;66721;
3251;Bananas;2;3.97;19483;
3251;Potatoes;3;6.92;19483;
3251;Yogurt;4;4.03;19483;
3251;Oranges;3;4.23;19483;
3251;Apples;4;5.98;19483;
3251;Milk;5;9.36;19483;
3252;Tomatoes;4;7.88;75171;
3252;Sugar;2;6.73;75171;
3252;Pasta;3;9.17;75171;
3252;Cheese;2;4.58;75171;
3252;Onions;3;6.87;75171;
3252;Milk;3;2.20;75171;
3253;Cereal;4;2.19;60631;
3253;Eggs;3;9.89;60631;
3253;Bananas;3;6.43;60631;
3253;Milk;4;8.01;60631;
3253;Tomatoes;4;8.65;60631;
3253;Potatoes;4;4.18;60631;
3254;Apples;1;2.61;27302;
3254;Chicken;1;1.94;27302;
3254;Oranges;2;7.36;27302;
3254;Bananas;4;5.35;27302;
3254;Yogurt;4;2.53;27302;
3255;Bananas;1;8.05;89568;
3255;Bread;1;6.93;89568;
3255;Pasta;3;9.16;89568;
3255;Cereal;3;1.35;89568;
3255;Apples;1;2.40;89568;
3255;Cheese;3;1.90;89568;
3255;Oranges;3;7.30;89568;
3256;Sugar;4;1.75;62344;
3256;Tea;1;7.08;62344;
3256;Cheese;5;1.18;62344;
3256;Coffee;4;2.21;62344;
3257;Onions;4;3.86;29481;
3257;Yogurt;4;3.38;29481;
3257;Bread;4;4.70;29481;
3257;Butter;1;8.85;29481;
3257;Apples;4;6.50;29481;
3257;Milk;5;7.07;29481;
3257;Sugar;3;7.90;29481;
3257;Coffee;4;6.74;29481;
3258;Sugar;2;5.27;12191;
3258;Coffee;5;6.44;12191;
3258;Tea;2;2.06;12191;
3258;Yogurt;2;7.35;12191;
3259;Apples;4;5.95;79535;
3259;Oranges;5;2.89;79535;
3259;Bananas;2;1.42;79535;
3259;Potatoes;1;8.16;79535;
3260;Yogurt;3;8.98;37888;
3260;Bananas;5;8.17;37888;
3260;Bread;2;9.32;37888;
3260;Onions;3;3.18;37888;
3260;Milk;4;8.68;37888;
3260;Coffee;3;5.70;37888;
3260;Cereal;5;3.85;37888;
3261;Oranges;4;6.30;22434;
3261;Apples;1;5.05;22434;
3261;Bananas;5;8.64;22434;
3262;Oranges;1;1.68;27369;
3262;Milk;2;1.19;27369;
3262;Tea;3;3.63;27369;
3262;Coffee;5;6.36;27369;
3262;Tomatoes;3;6.53;27369;
3262;Potatoes;1;5.60;27369;
3262;Sugar;2;7.59;27369;
3262;Apples;3;2.92;27369;
3263;Cheese;4;4.54;31017;
3263;Pasta;2;1.03;31017;
3263;Tomatoes;3;3.09;31017;
3264;Yogurt;5;3.45;82803;
3264;Butter;1;2.65;82803;
3264;Cereal;4;5.65;82803;
3264;Onions;5;6.77;82803;
3264;Bananas;1;1.33;82803;
3264;Tea;3;7.58;82803;
3264;Apples;5;1.27;82803;
3264;Chicken;5;4.11;82803;
3265;Sugar;1;5.06;97421;
3265;Onions;5;8.73;97421;
3265;Coffee;5;6.80;97421;
3265;Oranges;4;1.27;97421;
3265;Tea;2;3.00;97421;
3265;Cheese;1;7.08;97421;
3265;Bananas;1;9.09;97421;
3265;Butter;2;6.96;97421;
3266;Bananas;4;4.89;37963;
3266;Oranges;2;4.56;37963;
3266;Apples;2;3.39;37963;
3266;Pasta;3;4.39;37963;
3267;Coffee;4;7.67;61244;
3267;Cheese;2;3.71;61244;
3267;Butter;2;9.06;61244;
3267;Bread;4;3.49;61244;
3267;Potatoes;4;1.74;61244;
3267;Chicken;3;9.28;61244;
3267;Pasta;3;8.75;61244;
3267;Sugar;2;6.81;61244;
3268;Butter;2;5.53;81788;
3268;Bananas;2;3.45;81788;
3268;Milk;5;6.00;81788;
3268;Cheese;4;8.82;81788;
3268;Cereal;4;1.50;81788;
3269;Cereal;5;1.90;77995;
3269;Chicken;1;3.62;77995;
3269;Milk;4;7.41;77995;
3269;Juice;5;8.26;77995;
3269;Bananas;5;6.55;77995;
3269;Butter;2;7.24;77995;
3269;Bread;1;6.35;77995;
3269;Cheese;4;9.62;77995;
3270;Coffee;1;7.93;62516;
3270;Butter;1;4.84;62516;
3270;Cereal;5;3.97;62516;
3270;Cheese;5;2.77;62516;
3270;Sugar;5;4.63;62516;
3270;Bread;3;6.94;62516;
3271;Apples;1;6.92;31406;
3271;Coffee;5;4.34;31406;
3271;Butter;3;1.27;31406;
3271;Tea;2;1.78;31406;
3271;Sugar;3;4.33;31406;
3272;Coffee;5;8.49;46871;
3272;Yogurt;4;4.11;46871;
3272;Sugar;5;1.50;46871;
3272;Tea;5;8.28;46871;
3272;Cereal;4;5.53;46871;
3272;Bananas;1;7.23;46871;
3273;Pasta;4;3.74;10018;
3273;Butter;2;1.69;10018;
3273;Bananas;5;2.40;10018;
3273;Tomatoes;1;1.27;10018;
3273;Cereal;4;2.21;10018;
3273;Milk;4;7.15;10018;
3274;Onions;4;6.98;67288;
3274;Milk;2;4.56;67288;
3274;Cereal;3;6.47;67288;
3274;Bananas;4;7.02;67288;
3275;Oranges;2;9.79;68046;
3275;Tomatoes;3;1.17;68046;
3275;Potatoes;5;6.76;68046;
3275;Butter;3;2.77;68046;
3275;Eggs;3;2.11;68046;
3275;Onions;5;5.38;68046;
3275;Chicken;4;2.85;68046;
3276;Milk;4;4.03;18080;
3276;Bananas;2;5.81;18080;
3276;Apples;4;3.62;18080;
3276;Oranges;5;6.68;18080;
3277;Pasta;2;2.07;70785;
3277;Tomatoes;2;3.28;70785;
3277;Cheese;5;4.69;70785;
3278;Sugar;3;7.40;22885;
3278;Tea;4;3.05;22885;
3278;Cereal;3;4.30;22885;
3278;Coffee;1;9.96;22885;
3278;Eggs;2;7.54;22885;
3278;Oranges;2;9.76;22885;
3279;Butter;1;7.33;57858;
3279;Bread;4;3.44;57858;
3279;Cheese;5;6.57;57858;
3279;Bananas;3;7.87;57858;
3279;Apples;3;7.59;57858;
3279;Yogurt;1;2.33;57858;
3280;Bananas;5;1.22;33085;
3280;Butter;1;7.07;33085;
3280;Cereal;1;3.11;33085;
3280;Cheese;4;9.24;33085;
3280;Milk;2;6.89;33085;
3281;Tea;4;2.41;95340;
3281;Sugar;4;7.25;95340;
3281;Coffee;1;3.62;95340;
3282;Coffee;4;3.42;11781;
3282;Potatoes;4;6.79;11781;
3282;Chicken;2;9.27;11781;
3282;Onions;3;1.57;11781;
3282;Tomatoes;3;3.46;11781;
3283;Oranges;5;2.65;51178;
3283;Chicken;5;2.67;51178;
3283;Eggs;2;7.15;51178;
3283;Bread;1;6.47;51178;
3283;Tomatoes;3;4.33;51178;
3283;Potatoes;5;1.96;51178;
3283;Onions;3;3.50;51178;
3283;Milk;1;9.68;51178;
3284;Tomatoes;2;5.86;48365;
3284;Cheese;2;6.12;48365;
3284;Onions;3;5.96;48365;
3284;Pasta;2;5.05;48365;
3284;Butter;1;5.38;48365;
3285;Bananas;2;5.21;23472;
3285;Milk;1;2.57;23472;
3285;Bread;1;1.16;23472;
3285;Apples;3;1.96;23472;
3285;Coffee;2;1.77;23472;
3285;Potatoes;1;6.08;23472;
3285;Yogurt;5;5.48;23472;
3286;Apples;3;6.46;46034;
3286;Yogurt;2;1.48;46034;
3286;Cheese;4;7.35;46034;
3286;Juice;2;9.68;46034;
3286;Chicken;2;2.06;46034;
3286;Bananas;4;9.11;46034;
3287;Eggs;2;6.15;11502;
3287;Cereal;5;3.40;11502;
3287;Bananas;4;7.29;11502;
3287;Milk;2;7.52;11502;
3287;Juice;2;6.58;11502;
3287;Bread;5;2.68;11502;
3288;Oranges;4;6.57;39524;
3288;Apples;2;6.71;39524;
3288;Tea;3;5.59;39524;
3288;Bananas;4;9.48;39524;
3289;Juice;4;5.66;62194;
3289;Tea;4;3.09;62194;
3289;Apples;4;9.04;62194;
3289;Bananas;5;4.87;62194;
3289;Chicken;5;7.38;62194;
3289;Yogurt;1;5.15;62194;
3289;Potatoes;5;7.32;62194;
3290;Milk;1;4.79;17873;
3290;Cereal;5;3.84;17873;
3290;Bananas;5;1.66;17873;
